OTU,NM-L+P+1,NM-L+P+2,NM-L+P+3,NM-L+P+4,NM-L+P+5,AM-L-P+1,AM-L-P+2,AM-L-P+3,AM-L-P+4,AM-L-P+5,NM-L+P-1,NM-L+P-2,NM-L+P-3,NM-L+P-4,NM-L+P-5,AM-L-P-1,AM-L-P-2,AM-L-P-3,AM-L-P-4,AM-L-P-5
OTU12787,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
OTU12788,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
OTU12789,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
OTU12790,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,24,0
OTU12791,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
OTU12792,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
OTU12793,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
OTU12794,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
OTU12795,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
OTU12796,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU12797,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12798,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
OTU12799,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU12800,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12801,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU12802,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12803,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU12804,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12805,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU12806,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12808,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
OTU12809,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12810,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12811,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
OTU12812,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12813,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12814,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12815,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
OTU12816,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12817,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12818,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU12819,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12820,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
OTU12821,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12822,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12823,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12824,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12825,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12827,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12829,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12830,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12831,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12833,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12834,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12835,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12836,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12837,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU12838,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12839,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU12840,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12841,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12842,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12843,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU12844,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12845,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12847,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12849,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12850,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12854,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12855,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12857,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12858,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12859,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12867,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12868,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12869,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12870,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12871,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12872,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12874,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12875,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12877,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12879,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12880,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12881,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12882,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12883,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12884,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12885,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12886,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12887,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12888,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12891,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12893,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12896,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12898,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12899,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12900,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12901,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12902,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12903,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12904,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12905,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12906,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12909,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12910,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12913,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12914,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12916,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12917,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12918,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12919,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU12920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU12923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU12927,0,0,0,0,0,0,0,0,0,0,1,316,0,0,0,0,0,0,0,0
OTU12928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12933,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0
OTU12934,0,0,0,0,0,0,0,0,0,0,0,837,0,0,0,0,0,0,0,0
OTU12935,0,0,0,0,0,0,0,0,0,0,0,789,0,0,0,0,0,0,0,0
OTU12936,0,0,0,0,0,0,0,0,0,0,0,737,92,0,0,238,0,0,0,0
OTU12937,0,0,0,0,0,0,0,0,0,0,0,646,0,0,0,0,0,0,0,0
OTU12938,0,0,0,0,0,0,0,0,0,0,0,662,0,0,0,0,0,0,0,0
OTU12939,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
OTU12940,0,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0
OTU12941,0,0,0,0,0,0,0,0,0,0,0,544,0,0,0,0,0,0,0,0
OTU12942,0,0,0,0,0,0,0,0,0,0,0,562,0,0,0,0,0,0,0,0
OTU12943,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0
OTU12944,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0
OTU12945,0,0,0,0,0,0,0,0,0,0,0,439,0,276,0,0,0,0,0,0
OTU12946,0,0,0,0,0,0,0,0,0,0,0,441,0,0,0,0,0,0,0,0
OTU12947,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0
OTU12948,0,0,0,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0,0,0
OTU12949,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0
OTU12950,0,0,0,0,0,0,0,0,0,0,0,429,0,0,0,0,0,0,0,0
OTU12951,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0
OTU12952,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0
OTU12953,0,0,0,0,0,0,0,0,0,0,0,391,0,0,0,0,0,0,0,0
OTU12954,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0
OTU12955,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0
OTU12956,0,0,0,0,0,0,0,0,0,0,0,369,0,164,0,134,0,0,0,0
OTU12957,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0
OTU12958,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0
OTU12959,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0,0,0,0
OTU12960,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0
OTU12961,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0
OTU12962,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0
OTU12963,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0
OTU12964,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0
OTU12965,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0
OTU12966,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0
OTU12967,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0
OTU12968,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0
OTU12969,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0
OTU12970,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0
OTU12971,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0
OTU12972,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0
OTU12973,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0
OTU12974,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0
OTU12975,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0
OTU12976,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0
OTU12977,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0
OTU12978,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0
OTU12979,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,132,0,0,0,0
OTU12980,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0
OTU12981,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0
OTU12982,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0
OTU12983,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0
OTU12984,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0
OTU12985,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0
OTU12986,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0
OTU12987,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0
OTU12988,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0
OTU12989,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0
OTU12990,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0
OTU12991,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0
OTU12992,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0
OTU12993,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0
OTU12994,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0
OTU12995,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0
OTU12996,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,596,0,0
OTU12997,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0
OTU12998,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0
OTU12999,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0
OTU13000,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0
OTU13001,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0
OTU13002,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0
OTU13003,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0
OTU13004,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0
OTU13005,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0
OTU13006,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0
OTU13007,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0
OTU13008,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0
OTU13009,0,0,0,0,0,0,0,0,0,0,0,33,16,0,0,0,0,0,0,0
OTU13010,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
OTU13011,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
OTU13012,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
OTU13013,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
OTU13014,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
OTU13015,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
OTU13016,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
OTU13017,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
OTU13018,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
OTU13019,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
OTU13020,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,7
OTU13021,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
OTU13022,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
OTU13023,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
OTU13024,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
OTU13025,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
OTU13026,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
OTU13027,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
OTU13028,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
OTU13029,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
OTU13030,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU13031,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
OTU13032,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
OTU13033,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
OTU13034,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
OTU13035,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU13036,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
OTU13037,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU13038,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
OTU13039,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
OTU13040,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
OTU13041,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
OTU13042,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU13043,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU13044,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
OTU13045,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU13046,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
OTU13047,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU13048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU13049,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU13050,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU13051,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU13052,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU13053,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU13054,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU13055,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU13056,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU13057,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU13058,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU13059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU13060,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU13061,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU13062,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU13063,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
OTU13064,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU13065,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU13066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU13067,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
OTU13068,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
OTU13069,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU13070,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU13071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU13072,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU13073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU13074,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU13075,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU13076,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU13077,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU13078,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU13079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU13080,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU13081,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU13082,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU13083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU13084,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU13085,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU13086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
