,OTUs,a,b,c,size,Class
500,ASV3499,0,0,0.000202112,0.00673708,c
501,ASV35,0,0,0.000743252,0.024775068,c
502,ASV3509,0,0.000299909,0,0.009996957,b
503,ASV3510,0,0.000241231,0,0.008041031,b
504,ASV3514,0,0.000299909,0.001153997,0.048463511,c
505,ASV3515,0.000208632,0,0,0.006954405,a
506,ASV3520,0.000345547,0.000182553,6.52E-06,0.017820663,a
507,ASV3526,0.000189073,0.000632416,4.56E-05,0.028904247,b
508,ASV35279,0,0,0.000202112,0.00673708,c
509,ASV3534,0,0.002027644,0,0.067588125,b
510,ASV35378,0.000508541,0,0,0.016951363,a
511,ASV35384,0,0,0.000404225,0.01347416,c
512,ASV3548,0,0.000293389,0,0.009779632,b
513,ASV3549,0.000515061,0,0,0.017168688,a
514,ASV35525,0,0,0.000247751,0.008258356,c
515,ASV3559,0,0.000547659,0,0.018255314,b
516,ASV35614,0.000358587,0,0,0.011952884,a
517,ASV3562,0,0,0.00026079,0.008693006,c
518,ASV3565,0,0.000625896,0,0.020863216,b
519,ASV357,0.000880167,0,0,0.029338897,a
520,ASV3571,2.61E-05,0.000684574,0,0.023688443,b
521,ASV35762,0,0.000110836,0.000339027,0.014995436,c
522,ASV35768,0.00026079,0,0,0.008693006,a
523,ASV3579,0,0.000378146,0,0.012604859,b
524,ASV3598,0,0.000202112,0,0.00673708,b
525,ASV3599,0,0.000925805,0,0.030860173,b
526,ASV36,0.004563828,0.002275394,0.000312948,0.238405703,a
527,ASV360,0.029684444,0.008625636,0.003970531,1.409353675,a
528,ASV3619,0,0,0.000325988,0.010866258,c
529,ASV36302,0.000306428,0,0,0.010214283,a
530,ASV36329,0,0.000332507,0.000456383,0.026296345,c
531,ASV36334,0,0.000345547,0,0.011518234,b
532,ASV36338,0.000241231,0,0,0.008041031,a
533,ASV3640,9.78E-05,0.000365106,0,0.015430086,b
534,ASV36487,0,0,0.001010562,0.0336854,c
535,ASV36494,0.000691094,0,0,0.023036467,a
536,ASV3655,0.000475942,0,0,0.015864737,a
537,ASV3659,0,0.001173556,0,0.039118529,b
538,ASV36590,0,0,0.000365106,0.012170209,c
539,ASV36591,0,0.000221672,0.000932325,0.038466554,c
540,ASV36592,0,0.000684574,0,0.022819142,b
541,ASV36593,0,0.000515061,0,0.017168688,b
542,ASV36602,0,0.000756292,0,0.025209719,b
543,ASV36616,0.000736732,0,0.00079541,0.051071413,c
544,ASV36621,0,0,0.000202112,0.00673708,c
545,ASV36625,8.48E-05,0.001199635,0,0.042813057,b
546,ASV36631,0,0.000280349,0.000365106,0.021515191,c
547,ASV36642,0,0.001238753,0.012961273,0.473334203,c
548,ASV367,0,0.000488982,0,0.016299387,b
549,ASV3672,0,0,0.000280349,0.009344982,c
550,ASV36727,0,0,0.000475942,0.015864737,c
551,ASV36836,0,0.000554179,0,0.018472639,b
552,ASV36955,0.001656018,0,0,0.055200591,a
553,ASV37326,0,0.000378146,0,0.012604859,b
554,ASV37604,0,0,0.000573738,0.019124614,c
555,ASV37606,0,0.00025427,9.78E-05,0.011735559,b
556,ASV38,0,0.000632416,0.000397705,0.034337376,b
557,ASV38460,0,0,0.001923328,0.064110923,c
558,ASV38461,0.000404225,0,0,0.01347416,a
559,ASV385,0,0,0.000352067,0.011735559,c
560,ASV38505,0,0,0.000358587,0.011952884,c
561,ASV38615,0,0,0.000221672,0.007389056,c
562,ASV38660,0,2.61E-05,0.000391185,0.01390881,c
563,ASV38663,0.000299909,0,0,0.009996957,a
564,ASV38759,0.000410745,0,0.00025427,0.022167167,a
565,ASV38760,0,0.000228191,0,0.007606381,b
566,ASV39,0.000312948,0.000417264,0,0.024340418,b
567,ASV39105,0,0.000658495,0,0.021949841,b
568,ASV39143,0,0.000365106,0,0.012170209,b
569,ASV39298,0.001030121,0,0.001114878,0.071499978,c
570,ASV39309,0,0.000619377,0,0.02064589,b
571,ASV39311,0,0.0005281,0,0.017603338,b
572,ASV39314,0,0,0.001819012,0.06063372,c
573,ASV39322,0,0.000352067,0.000156474,0.016951363,b
574,ASV39333,0.003435911,0.000339027,0.000475942,0.141696006,a
575,ASV39380,0,0,0.000228191,0.007606381,c
576,ASV39405,0,0,0.000547659,0.018255314,c
577,ASV39548,0.001004042,0.000136915,0.000619377,0.058677794,a
578,ASV39581,0,0.000247751,0,0.008258356,b
579,ASV396,5.87E-05,0.000228191,0.028628244,0.963837093,c
580,ASV3975,0.000482462,0,0,0.016082062,a
581,ASV3987,0.001049681,0,0,0.034989351,a
582,ASV39996,0.000710653,0,0,0.023688443,a
583,ASV400,0.001805972,0,0,0.06019907,a
584,ASV40017,0.004720303,0,0,0.157343417,a
585,ASV40030,0,0.001127918,0,0.037597253,b
586,ASV40034,0.000554179,0,0,0.018472639,a
587,ASV40038,0.000410745,0,0,0.013691485,a
588,ASV40039,0,0.000606337,0,0.02021124,b
589,ASV40054,0.000312948,0,0,0.010431608,a
590,ASV4008,3.91E-05,0.002686139,0.003116443,0.194723345,c
591,ASV4010,6.52E-06,0.004609467,0.001577781,0.206458904,b
592,ASV4013,3.26E-05,0.002366671,0.000625896,0.100838875,b
593,ASV4015,0,0.000208632,0,0.006954405,b
594,ASV4018,0.00025427,6.52E-06,0,0.008693006,a
595,ASV4019,0.00026731,0,0,0.008910332,a
596,ASV4020,0,0.000775851,0,0.025861694,b
597,ASV4024,0,0,0.000208632,0.006954405,c
598,ASV4026,0,0.003096884,0.003155561,0.20841483,c
599,ASV40273,0.001701656,0,0,0.056721867,a
600,ASV40274,0.001088799,0,0,0.036293302,a
601,ASV40275,0.001375668,0.000352067,0,0.057591168,a
602,ASV40276,0.000769331,0,0,0.025644369,a
603,ASV40277,0.000625896,0,0,0.020863216,a
604,ASV40278,0.000567219,0,0,0.018907289,a
605,ASV40279,0.000697614,0,0,0.023253792,a
606,ASV4028,6.52E-06,0.00346851,0.003057765,0.217759812,b
607,ASV40280,0.000756292,0,0,0.025209719,a
608,ASV40281,0.000736732,0,0,0.024557743,a
609,ASV40282,0.000593298,0,0,0.01977659,a
610,ASV40283,0.000704134,0,0,0.023471117,a
611,ASV40284,0.000508541,0,0,0.016951363,a
612,ASV40285,0.000456383,0,0,0.015212761,a
613,ASV40286,0.0005281,0.000599817,0,0.037597253,b
614,ASV40287,0.000456383,0,0,0.015212761,a
615,ASV40288,0.000554179,0,0,0.018472639,a
616,ASV40289,0.000482462,0,0,0.016082062,a
617,ASV40290,0.000495501,0,0,0.016516712,a
618,ASV40291,0.000475942,0,0,0.015864737,a
619,ASV40292,0.000508541,0,0,0.016951363,a
620,ASV40293,0.000554179,0,0,0.018472639,a
621,ASV40294,0.000567219,0,0,0.018907289,a
622,ASV40295,0.000430304,0.00078889,0,0.040639805,b
623,ASV40296,0.000495501,0,0,0.016516712,a
624,ASV40297,0.000456383,0,0,0.015212761,a
625,ASV40298,0.000423784,0,0,0.014126136,a
626,ASV40299,0.000397705,0,0,0.013256835,a
627,ASV4030,0,0.001408267,0.001493024,0.096709697,c
628,ASV40300,0.000462903,0,0,0.015430086,a
629,ASV40301,0.000397705,0,0,0.013256835,a
630,ASV40302,0.000404225,0,0,0.01347416,a
631,ASV40303,0.000391185,0,0,0.01303951,a
632,ASV40304,0.000391185,0,0,0.01303951,a
633,ASV40305,0.000371626,0,0,0.012387534,a
634,ASV40306,0.000964924,0,0.001232234,0.07323858,c
635,ASV40307,0.000332507,0,0,0.011083583,a
636,ASV40308,0.000352067,0,0,0.011735559,a
637,ASV40309,0.000365106,0,0,0.012170209,a
638,ASV4031,1.30E-05,0.001545182,0.000586778,0.071499978,b
639,ASV40310,0.000384666,0,0,0.012822185,a
640,ASV40311,0.000391185,0,0,0.01303951,a
641,ASV40312,0.000345547,6.52E-06,0,0.011735559,a
642,ASV40313,0.000352067,0,0,0.011735559,a
643,ASV40314,0.000352067,0,0,0.011735559,a
644,ASV40315,0.000352067,0,0,0.011735559,a
645,ASV40316,0.000352067,0,0,0.011735559,a
646,ASV40317,0.000312948,0,0,0.010431608,a
647,ASV40318,0.000358587,0,0,0.011952884,a
648,ASV40319,0.000352067,0,0,0.011735559,a
649,ASV4032,0.00318816,0.003175121,0.005020211,0.379449733,none
650,ASV40320,0.000371626,0,0,0.012387534,a
651,ASV40321,0.000345547,0,0,0.011518234,a
652,ASV40322,0.000397705,0,0,0.013256835,a
653,ASV40323,0.000365106,0,0,0.012170209,a
654,ASV40324,0.00026079,0,0,0.008693006,a
655,ASV40325,0.000352067,0,0,0.011735559,a
656,ASV40326,0.000365106,0,0,0.012170209,a
657,ASV40327,0.000306428,0,0,0.010214283,a
658,ASV40328,0.000332507,0,0,0.011083583,a
659,ASV40329,0.000312948,0,0,0.010431608,a
660,ASV4033,0,0.001656018,0.001473465,0.104316078,b
661,ASV40330,0.000299909,0,0,0.009996957,a
662,ASV40331,0.000306428,0,0,0.010214283,a
663,ASV40332,0.000215152,0,0,0.00717173,a
664,ASV40333,0.000332507,0,0,0.011083583,a
665,ASV40334,0.000299909,0,0,0.009996957,a
666,ASV40335,0.000241231,0,0,0.008041031,a
667,ASV40336,0.000280349,0,0,0.009344982,a
668,ASV40337,0.000306428,0,0,0.010214283,a
669,ASV40338,0.000286869,0,0,0.009562307,a
670,ASV40339,0.000293389,0,0,0.009779632,a
671,ASV40340,0.000371626,0.000104316,0,0.015864737,a
672,ASV40341,0.000306428,0,0,0.010214283,a
673,ASV40342,0.00025427,0,0,0.008475681,a
674,ASV40343,0.000345547,0,0,0.011518234,a
675,ASV40344,0.00026079,0,0,0.008693006,a
676,ASV40345,0.000286869,0,0,0.009562307,a
677,ASV40346,0.000247751,0,0,0.008258356,a
678,ASV40347,0.000325988,0,0.00025427,0.019341939,a
679,ASV40348,0.000306428,0,0,0.010214283,a
680,ASV40349,0.000228191,0,0,0.007606381,a
681,ASV40350,0.000280349,0,0,0.009344982,a
682,ASV40351,0.00025427,0,0,0.008475681,a
683,ASV40352,0.000299909,0.00025427,0,0.018472639,a
684,ASV40353,0.000241231,0,0,0.008041031,a
685,ASV40354,0.000312948,0,0,0.010431608,a
686,ASV40355,0.00025427,0,0,0.008475681,a
687,ASV40356,0.000241231,0,0,0.008041031,a
688,ASV40357,0.000286869,0,0,0.009562307,a
689,ASV40358,0.00026079,0,0,0.008693006,a
690,ASV40359,0.00027383,0,0,0.009127657,a
691,ASV40360,0.00027383,0,0,0.009127657,a
692,ASV40361,0.00025427,6.52E-06,0,0.008693006,a
693,ASV40362,0.000312948,0,0,0.010431608,a
694,ASV40363,0.00026079,0,0,0.008693006,a
695,ASV40364,0.000299909,0,0,0.009996957,a
696,ASV40365,0.000280349,0,0,0.009344982,a
697,ASV40366,0.000286869,0,0,0.009562307,a
698,ASV40367,0.000234711,0,0,0.007823706,a
699,ASV40368,0.00026731,0,0,0.008910332,a
700,ASV40369,0.000202112,0,0,0.00673708,a
701,ASV40370,0.000234711,0,0,0.007823706,a
702,ASV40371,0.00026731,0,0,0.008910332,a
703,ASV40372,0.000234711,0,0,0.007823706,a
704,ASV40373,0.00027383,0,0,0.009127657,a
705,ASV40374,0.000228191,0,0,0.007606381,a
706,ASV40375,0.00027383,0,0,0.009127657,a
707,ASV40376,0.000208632,0,0,0.006954405,a
708,ASV40377,0.000286869,0,0,0.009562307,a
709,ASV40378,0.000221672,0,0,0.007389056,a
710,ASV40379,0.000247751,0,0,0.008258356,a
711,ASV40380,0.00026731,0,0,0.008910332,a
712,ASV40381,0.000215152,0,0,0.00717173,a
713,ASV40382,0.00026731,0,0,0.008910332,a
714,ASV40383,0.000234711,0,0,0.007823706,a
715,ASV40384,0.000215152,0,0,0.00717173,a
716,ASV40385,0.000234711,0,0,0.007823706,a
717,ASV40386,0.00026079,0,0,0.008693006,a
718,ASV40387,0.000202112,5.87E-05,0,0.008693006,a
719,ASV40388,0.000215152,0,0,0.00717173,a
720,ASV40389,0.00026079,0,0,0.008693006,a
721,ASV40390,0.000221672,0,0,0.007389056,a
722,ASV40391,0.00026731,0,0,0.008910332,a
723,ASV40392,0.000208632,0,0,0.006954405,a
724,ASV40393,0.000280349,0,0,0.009344982,a
725,ASV40394,0.000221672,0,0,0.007389056,a
726,ASV40395,0.000221672,0,0,0.007389056,a
727,ASV40396,0.00025427,0,0,0.008475681,a
728,ASV40397,0.000208632,0,0,0.006954405,a
729,ASV40398,0.000221672,0,0,0.007389056,a
730,ASV40399,0.000208632,0,0,0.006954405,a
731,ASV4040,0,0.000612857,0,0.020428565,b
732,ASV40400,0.000215152,0,0,0.00717173,a
733,ASV40402,0.000221672,0,0,0.007389056,a
734,ASV40403,0.00026079,0,0,0.008693006,a
735,ASV40405,0.000221672,5.87E-05,0,0.009344982,a
736,ASV40406,0.000234711,0,0,0.007823706,a
737,ASV40407,0.000241231,0,0,0.008041031,a
738,ASV40410,0.000208632,0,0,0.006954405,a
739,ASV40411,0.00025427,0,0,0.008475681,a
740,ASV40412,0.000247751,0,0,0.008258356,a
741,ASV40415,0.000208632,0,0,0.006954405,a
742,ASV40416,0.000208632,0,0,0.006954405,a
743,ASV40417,0.000202112,0,0,0.00673708,a
744,ASV40419,0.000215152,0,0,0.00717173,a
745,ASV40420,0.000228191,0,0,0.007606381,a
746,ASV40421,0.000202112,0,0,0.00673708,a
747,ASV40424,0.000189073,0.000730213,0,0.030642848,b
748,ASV40429,0.000202112,0,0,0.00673708,a
749,ASV40431,0.000404225,0,0,0.01347416,a
750,ASV4045,6.52E-06,0.000215152,0.000841048,0.035424001,c
751,ASV40460,0.000130395,0.000319468,0,0.014995436,b
752,ASV4055,0,0,0.000736732,0.024557743,c
753,ASV4056,0,0.000299909,0.000417264,0.023905768,c
754,ASV40572,0.000638936,0,0,0.021297866,a
755,ASV4058,0,0,0.001982005,0.066066849,c
756,ASV4066,5.22E-05,0.000554179,0.000717173,0.044117008,c
757,ASV4070,0,0.000234711,0,0.007823706,b
758,ASV40702,0.000319468,0,0,0.010648933,a
759,ASV40726,0.00265354,0,0,0.088451341,a
760,ASV40727,0.001982005,3.91E-05,0,0.0673708,a
761,ASV40728,0.000697614,0,0,0.023253792,a
762,ASV40729,0.000645456,0,0.000619377,0.042161081,a
763,ASV40730,0.002164559,0,0,0.072151954,a
764,ASV40731,0.001903768,0.002764376,0,0.155604816,b
765,ASV40732,0.000515061,0,0,0.017168688,a
766,ASV40733,0.000378146,0,0,0.012604859,a
767,ASV40734,0.000397705,0,0,0.013256835,a
768,ASV40735,0.000391185,0,0,0.01303951,a
769,ASV40736,0.000352067,0,0,0.011735559,a
770,ASV40737,0.000384666,0,0,0.012822185,a
771,ASV40738,0.000306428,0.00078889,0,0.036510627,b
772,ASV40739,0.00026731,0,0,0.008910332,a
773,ASV40740,0.00027383,0,0,0.009127657,a
774,ASV40741,0.00025427,0,0,0.008475681,a
775,ASV40742,0.000221672,0,0,0.007389056,a
776,ASV40743,0.000234711,0,0,0.007823706,a
777,ASV40744,0.000234711,0,0,0.007823706,a
778,ASV40745,0.000280349,0,0,0.009344982,a
779,ASV40746,0.000202112,0,0,0.00673708,a
780,ASV40747,0.000228191,0,0,0.007606381,a
781,ASV40748,0.000208632,0,0,0.006954405,a
782,ASV40749,0.00027383,0,0,0.009127657,a
783,ASV40750,0.000208632,0,0,0.006954405,a
784,ASV40751,0.000215152,0,0,0.00717173,a
785,ASV40757,0.000202112,0,0,0.00673708,a
786,ASV40759,0.000208632,0,0,0.006954405,a
787,ASV4076,0.001532142,0.001036641,0.000867127,0.11453036,none
788,ASV40766,0.000215152,0,0,0.00717173,a
789,ASV40908,5.87E-05,0.000488982,0,0.018255314,b
790,ASV40926,0.00052158,0,0,0.017386013,a
791,ASV4094,0.000228191,0.000515061,0,0.024775068,b
792,ASV40971,3.26E-05,0,0.000319468,0.011735559,c
793,ASV40978,4.56E-05,0.000606337,0,0.021732516,b
794,ASV4098,0.000691094,0,0.000149954,0.028034946,a
795,ASV41,0.001167036,0.001740775,0.000430304,0.111270483,b
796,ASV41030,5.87E-05,0.000286869,0,0.011518234,b
797,ASV4107,0,0.001773373,0.00159082,0.112139784,b
798,ASV4108,0,0,0.000567219,0.018907289,c
799,ASV411,0,0.000345547,0,0.011518234,b
800,ASV4115,0,0.000560699,0.001160516,0.057373843,c
801,ASV4119,0,0,0.000352067,0.011735559,c
802,ASV4124,0,0.000286869,0,0.009562307,b
803,ASV4133,0,0.00025427,0,0.008475681,b
804,ASV4145,0.00080845,0,0,0.02694832,a
805,ASV415,0.000488982,0.062974312,0.09600339,5.315556135,c
806,ASV41665,1.96E-05,0.000312948,0,0.011083583,b
807,ASV41685,3.91E-05,0.000332507,0,0.012387534,b
808,ASV4174,0,0.000345547,0,0.011518234,b
809,ASV4177,0,0,0.00052158,0.017386013,c
810,ASV418,0,0,0.000515061,0.017168688,c
811,ASV4181,0.003338114,0,0.00239927,0.191246142,a
812,ASV4194,0,0.000352067,0.000208632,0.018689964,b
813,ASV42,0.00239275,0,0,0.079758334,a
814,ASV4208,0,0.000436824,0,0.014560786,b
815,ASV42151,0.002549224,0,0,0.084974138,a
816,ASV4221,0.002464467,0.000312948,0.000228191,0.1001869,a
817,ASV4228,0.000202112,0,0,0.00673708,a
818,ASV4232,0,0.000397705,0.000299909,0.023253792,b
819,ASV4237,0,0,0.000475942,0.015864737,c
820,ASV4248,0,0.000365106,0.000443343,0.02694832,c
821,ASV425,0,0,0.000332507,0.011083583,c
822,ASV4258,0,0.000704134,0,0.023471117,b
823,ASV4283,0,0.000293389,0.000169514,0.015430086,b
824,ASV4284,0,0.000704134,0.000234711,0.031294823,b
825,ASV4286,0,0.000723693,0.000391185,0.037162603,b
826,ASV43,0.000814969,0.001290911,0.000280349,0.079541009,b
827,ASV4303,0,0.000456383,0.000306428,0.025427044,b
828,ASV4330,0,0.000286869,0,0.009562307,b
829,ASV4332,0,0,0.000215152,0.00717173,c
830,ASV4336,0,0.000893206,0,0.029773547,b
831,ASV43446,0.000977963,0,0,0.032598774,a
832,ASV4356,0,0,0.000358587,0.011952884,c
833,ASV4360,0,0,0.000286869,0.009562307,c
834,ASV4378,0.000886687,0,0,0.029556222,a
835,ASV4394,0,0.000495501,0.000365106,0.028686921,b
836,ASV44,0.001238753,0.000684574,0.001512583,0.11453036,none
837,ASV4412,0.000404225,0,0,0.01347416,a
838,ASV4424,0,0.00052158,0.000502021,0.03412005,b
839,ASV4428,0,0.000352067,0.000684574,0.034554701,c
840,ASV4433,6.52E-06,6.52E-05,0.000984483,0.035206676,c
841,ASV4441,0,0,0.000306428,0.010214283,c
842,ASV44441,0,0.000234711,0,0.007823706,b
843,ASV44453,0.00159082,0,0,0.05302734,a
844,ASV44454,0.001251793,0,0,0.041726431,a
845,ASV44455,0.001212674,0,0,0.04042248,a
846,ASV44456,0.001049681,0,0,0.034989351,a
847,ASV44457,0.000919285,0,0,0.030642848,a
848,ASV44458,0.000854088,0,0,0.028469596,a
849,ASV44459,0.000951884,0,0,0.031729474,a
850,ASV44460,0.000893206,0,0,0.029773547,a
851,ASV44461,0.000893206,0,0,0.029773547,a
852,ASV44462,0.000743252,0,0,0.024775068,a
853,ASV44463,0.00080193,0,0,0.026730995,a
854,ASV44464,0.000762811,0,0,0.025427044,a
855,ASV44465,0.000723693,0.000202112,0,0.030860173,a
856,ASV44466,0.000723693,0,0,0.024123093,a
857,ASV44467,0.000697614,0,0,0.023253792,a
858,ASV44468,0.000658495,0,0,0.021949841,a
859,ASV44469,0.000743252,0.000488982,0,0.041074456,a
860,ASV44470,0.000612857,0,0,0.020428565,a
861,ASV44471,0.000606337,0,0,0.02021124,a
862,ASV44472,0.000625896,5.22E-05,0,0.022601817,a
863,ASV44473,0.000619377,0,0.000156474,0.025861694,a
864,ASV44474,0.000580258,0,0,0.019341939,a
865,ASV44475,0.0005281,0,0,0.017603338,a
866,ASV44476,0.000495501,0,0,0.016516712,a
867,ASV44477,0.000547659,0,0,0.018255314,a
868,ASV44478,0.000456383,0,0,0.015212761,a
869,ASV44479,0.000508541,0,0,0.016951363,a
870,ASV44480,0.000495501,0,0,0.016516712,a
871,ASV44481,0.00054114,0,0,0.018037988,a
872,ASV44482,0.000508541,0,0,0.016951363,a
873,ASV44483,0.00053462,0,0,0.017820663,a
874,ASV44484,0.000495501,0,0,0.016516712,a
875,ASV44485,0.000502021,0,0,0.016734037,a
876,ASV44486,0.000475942,6.52E-06,0,0.016082062,a
877,ASV44487,0.000430304,0,0,0.014343461,a
878,ASV44488,0.000515061,0,0,0.017168688,a
879,ASV44489,0.000449863,0,0,0.014995436,a
880,ASV44490,0.000515061,0,0,0.017168688,a
881,ASV44491,0.000482462,0,0,0.016082062,a
882,ASV44492,0.000508541,0,0,0.016951363,a
883,ASV44493,0.000482462,6.52E-06,0,0.016299387,a
884,ASV44494,0.000488982,0,0,0.016299387,a
885,ASV44495,0.000508541,0,0,0.016951363,a
886,ASV44496,0.000449863,0,0,0.014995436,a
887,ASV44497,0.000469422,0,0,0.015647412,a
888,ASV44498,0.000430304,0,0,0.014343461,a
889,ASV44499,0.000417264,0,0,0.01390881,a
890,ASV44500,0.000391185,0,0,0.01303951,a
891,ASV44501,0.000417264,0,0,0.01390881,a
892,ASV44502,0.000404225,0,0,0.01347416,a
893,ASV44503,0.000462903,0.000176033,0,0.021297866,a
894,ASV44504,0.000423784,0,0,0.014126136,a
895,ASV44505,0.000384666,0,0,0.012822185,a
896,ASV44506,0.000391185,0,0,0.01303951,a
897,ASV44507,0.000397705,0,0,0.013256835,a
898,ASV44508,0.000417264,0,0,0.01390881,a
899,ASV44509,0.000417264,0,0,0.01390881,a
900,ASV44510,0.000404225,0,0,0.01347416,a
901,ASV44511,0.000352067,0,0,0.011735559,a
902,ASV44512,0.000339027,0,0,0.011300908,a
903,ASV44513,0.000299909,0,0,0.009996957,a
904,ASV44514,0.000404225,0,0,0.01347416,a
905,ASV44515,0.000293389,0,0,0.009779632,a
906,ASV44516,0.000299909,0,0,0.009996957,a
907,ASV44517,0.000312948,0,0,0.010431608,a
908,ASV44518,0.000332507,0,0,0.011083583,a
909,ASV44519,0.000339027,0,0,0.011300908,a
910,ASV44520,0.000325988,0,0,0.010866258,a
911,ASV44521,0.000312948,0,0,0.010431608,a
912,ASV44522,0.000345547,0,0,0.011518234,a
913,ASV44523,0.000371626,0,0,0.012387534,a
914,ASV44524,0.000293389,0,0,0.009779632,a
915,ASV44525,0.000280349,0,0,0.009344982,a
916,ASV44526,0.000325988,0,0,0.010866258,a
917,ASV44527,0.000358587,0.000104316,0,0.015430086,a
918,ASV44528,0.000280349,0,0,0.009344982,a
919,ASV44529,0.000286869,0,0,0.009562307,a
920,ASV44530,0.000306428,0,0,0.010214283,a
921,ASV44531,0.000286869,0,0,0.009562307,a
922,ASV44532,0.000339027,0,0,0.011300908,a
923,ASV44533,0.000241231,0,0,0.008041031,a
924,ASV44534,0.000293389,0,0,0.009779632,a
925,ASV44535,0.00026731,0,0,0.008910332,a
926,ASV44536,0.00026731,0,0,0.008910332,a
927,ASV44537,0.00027383,0,0,0.009127657,a
928,ASV44538,0.000221672,0,0,0.007389056,a
929,ASV44539,0.000241231,0,0,0.008041031,a
930,ASV44540,0.000234711,0,0,0.007823706,a
931,ASV44541,0.00027383,0,0,0.009127657,a
932,ASV44542,0.000247751,0,0,0.008258356,a
933,ASV44543,0.000202112,0,0,0.00673708,a
934,ASV44544,0.000234711,0,0,0.007823706,a
935,ASV44545,0.000234711,0,0,0.007823706,a
936,ASV44546,0.000228191,0,0,0.007606381,a
937,ASV44547,0.000202112,0,0,0.00673708,a
938,ASV4455,0,0,0.000312948,0.010431608,c
939,ASV44551,0.00025427,0,0,0.008475681,a
940,ASV44553,0.000215152,0,0,0.00717173,a
941,ASV44554,0.000208632,0,0,0.006954405,a
942,ASV44669,0.001356109,0,0,0.045203634,a
943,ASV44683,0.000899726,0,0,0.029990872,a
944,ASV447,0.010346851,9.78E-05,0.000984483,0.380971009,a
945,ASV44739,0.001271352,0,0,0.042378407,a
946,ASV44740,0.000495501,0,0,0.016516712,a
947,ASV44755,6.52E-06,0.000515061,0,0.017386013,b
948,ASV44796,0.001747294,0,0,0.058243143,a
949,ASV44797,0.001701656,0,0,0.056721867,a
950,ASV44798,0.001695136,0,0,0.056504542,a
951,ASV44799,0.001577781,0,0,0.052592689,a
952,ASV44800,0.001577781,0,0,0.052592689,a
953,ASV44801,0.001714696,0,0,0.057156518,a
954,ASV44802,0.001493024,0,0,0.049767462,a
955,ASV44803,0.001453905,0,0,0.048463511,a
956,ASV44804,0.001486504,0,0,0.049550137,a
957,ASV44805,0.001349589,0,0,0.044986309,a
958,ASV44806,0.001512583,0,0,0.050419438,a
959,ASV44807,0.001362629,0,0,0.045420959,a
960,ASV44808,0.001303951,0,0,0.043465032,a
961,ASV44809,0.001212674,0,0,0.04042248,a
962,ASV44810,0.001251793,0,0,0.041726431,a
963,ASV44811,0.001121398,0,0,0.037379928,a
964,ASV44812,0.001199635,0,0,0.03998783,a
965,ASV44813,0.00106924,0,0,0.035641327,a
966,ASV44814,0.001004042,0,0,0.033468075,a
967,ASV44815,0.000971443,0,0,0.032381449,a
968,ASV44816,0.00107576,0,0,0.035858652,a
969,ASV44817,0.000919285,1.96E-05,0,0.031294823,a
970,ASV44818,0.000971443,0,0,0.032381449,a
971,ASV44819,0.000880167,0,0,0.029338897,a
972,ASV44820,0.001023602,0,6.52E-06,0.034337376,a
973,ASV44821,0.000932325,0,0,0.031077498,a
974,ASV44822,0.001030121,0,0,0.034337376,a
975,ASV44823,0.000899726,0,0,0.029990872,a
976,ASV44824,0.000951884,0,0,0.031729474,a
977,ASV44825,0.000880167,0,0,0.029338897,a
978,ASV44826,0.000938845,0,0,0.031294823,a
979,ASV44827,0.00080193,0,0,0.026730995,a
980,ASV44828,0.000834529,0,0,0.027817621,a
981,ASV44829,0.000854088,0,0,0.028469596,a
982,ASV44830,0.000834529,0,0,0.027817621,a
983,ASV44831,0.000912766,0,0,0.030425523,a
984,ASV44832,0.000834529,0,0,0.027817621,a
985,ASV44833,0.000756292,0,0,0.025209719,a
986,ASV44834,0.000782371,0,0,0.026079019,a
987,ASV44835,0.000828009,0,0,0.027600296,a
988,ASV44836,0.00080845,0.000221672,0,0.034337376,a
989,ASV44837,0.000867127,0,0,0.028904247,a
990,ASV44838,0.000762811,0,0,0.025427044,a
991,ASV44839,0.000834529,0.000130395,0,0.032164124,a
992,ASV44840,0.000743252,0,0,0.024775068,a
993,ASV44841,0.000736732,0,0,0.024557743,a
994,ASV44842,0.00079541,0,0,0.02651367,a
995,ASV44843,0.000834529,0,0,0.027817621,a
996,ASV44844,0.000762811,0,0,0.025427044,a
997,ASV44845,0.000710653,0,0,0.023688443,a
998,ASV44846,0.00080193,0,0,0.026730995,a
999,ASV44847,0.000756292,0,0,0.025209719,a
1000,ASV44848,0.000762811,0,0,0.025427044,a
1001,ASV44849,0.000730213,0,0,0.024340418,a
1002,ASV44850,0.000723693,0,0,0.024123093,a
1003,ASV44851,0.000749772,0,0,0.024992394,a
1004,ASV44852,0.000671535,0,0,0.022384492,a
1005,ASV44853,0.000730213,0,0,0.024340418,a
1006,ASV44854,0.000736732,0,6.52E-06,0.024775068,a
1007,ASV44855,0.000625896,0,0,0.020863216,a
1008,ASV44856,0.000651975,0,0,0.021732516,a
1009,ASV44857,0.00080193,0,0,0.026730995,a
1010,ASV44858,0.000599817,0,0,0.019993915,a
1011,ASV44859,0.000638936,0,0,0.021297866,a
1012,ASV44860,0.000625896,0,0,0.020863216,a
1013,ASV44861,0.00052158,0,0,0.017386013,a
1014,ASV44862,0.000547659,0,0,0.018255314,a
1015,ASV44863,0.000580258,0,0,0.019341939,a
1016,ASV44864,0.000612857,0,0,0.020428565,a
